충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
산내마을2단지센트럴리움204동,"경기도 파주시 교하로 50 (목동동, 산내마을2단지센트럴리움) 204동",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 교하로 50 (목동동, 산내마을2단지센트럴리움) 204동",경기도 파주시 목동동 907번지 산내마을2단지센트럴리움 204동,케이티,1588-0010,37.73239157,126.7308021,2020-03-12
파주운정두산위브아파트,"경기도 파주시 해솔로 85 (목동동, 해솔마을1단지두산위브) 107동 지하 2층 1-2라인 31번기둥",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 해솔로 85,경기도 파주시 목동동 647번지 해솔마을1단지두산위브 107동 지하 2층 1-2라인 31번기둥,케이티,1588-0010,37.72894591,126.7452346,2020-03-12
파주문산신원아파트,"경기도 파주시 문산읍 방촌로 1648 (문산리, 파주문산신원아침도시아파트) 101동~110동 파주문산신원아파트",경기도,없음,00:00,23:59,Y,N,AC완속,,,N,"경기도 파주시 문산읍 방촌로 1648 (문산리, 파주문산신원아침도시아파트) 101동~110동 파주문산신원아파트",경기도 파주시 문산읍 문산리 142번지 파주문산신원아파트 101동~110동,케이티,1588-0010,37.86090479,126.7795954,2020-03-12
한국국토정보공사 파주지사,경기도 파주시 시청로 3-6 한국국토정보공사 파주지사(금촌동 947-44),경기도,없음,09:00,18:00,Y,N,AC완속,,,N,경기도 파주시 시청로 3-6,경기도 파주시 금촌동 947-44번지 한국국토정보공사 파주지사,대영채비,1522-2573,37.75867241,126.7744201,2020-03-12
경기도 평생교육진흥원(영어마을),"경기도 파주시 탄현면 얼음실로 40 관용주차장, 성문앞 주차장",경기도,없음,09:30,22:00,Y,N,AC완속,,,N,경기도 파주시 탄현면 얼음실로 40,경기도 파주시 탄현면 법흥리 1779번지 관용주차장 성문앞 주차장,이카플러그,031-778-6181,37.78445002,126.7026326,2020-03-12
교하도서관,경기도 파주시 숲속노을로 256,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 숲속노을로 256,경기도 파주시 동패동 1692번지,한국전기차충전서비스,064-742-5578,37.72332017,126.7123008,2020-03-12
파주차량등록사업소,경기도 파주시 문산읍 개포래로 48,경기도,없음,00:00,23:59,Y,N,AC완속,,,N,경기도 파주시 문산읍 개포래로 48,경기도 파주시 문산읍 문산리 31-44번지,한국전기차충전서비스,064-742-5578,37.85379331,126.782839,2020-03-12
비전 공영주차장,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 중앙1로 54,경기도 평택시 비전동 629-1번지,한국자동차환경협희,1661-9408,36.9971464,127.079841,2022-10-18
평택대학교,제2피어선빌딩 주차장 내,경기도,없음,07:00,23:00,Y,Y,Y,1,1,N,경기도 평택시 서동대로 3825,경기도 평택시 용이동 605번지,㈜시그넷이브이,070-4618-6057,36.9950199,127.1332688,2022-10-18
이마트 평택점,3층 주차장 승강기 입구,경기도,"둘째, 넷째 일요일",00:00,24:00,Y,N,N,1,0,N,경기도 평택시 영신로 29,경기도 평택시 지제동 50번지,중앙제어,031-960-6800,37.0214553,127.066828,2022-10-18
홈플러스 송탄점,옥상 주차장(4층) 왼쪽 가장자리,경기도,"둘째, 넷째 일요일",00:00,24:00,N,Y,N,0,1,N,경기도 평택시 경기대로 1103,경기도 평택시 장당동 390-1번지,한국전력공사,1899-2100,37.0449989,127.0595265,2022-10-18
농업기술센터,농촌 문화 체험관 옆,경기도,없음,09:00,18:00,Y,N,N,1,1,N,경기도 평택시 오성면 청오로 33-58,경기도 평택시 오성면 숙성리 95-3번지,Gcharger,1544-4279,37.0131244,126.9799833,2022-10-18
포승읍사무소,주차장 끝,경기도,없음,09:00,18:00,Y,N,N,1,1,N,경기도 평택시 포승읍 서동대로 1174-16,경기도 평택시 포승읍 방림리 52-13번지,한국알박,1833-7448,36.9826728,126.8853642,2022-10-18
진위면사무소,주차장 입구(왼쪽 첫번째),경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 진위면 봉남길 61,경기도 평택시 진위면 봉남리 229번지,주식회사 에버온,1661-7766,37.0998385,127.091011,2022-10-18
서탄면사무소,주차장 맨 끝,경기도,"토,일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 서탄면 금암2길 122,경기도 평택시 서탄면 금암리 247번지,에버온,1661-7766,37.1081608,127.0351876,2022-10-18
오성면사무소,주차장 맨 앞,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 오성면 숙성시장길 23,경기도 평택시 오성면 숙성리 129-1번지,한국알박,1833-7448,37.0077181,126.9803544,2022-10-18
청북읍사무소,행정복지센터 건물 뒤 주차장,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 청북읍 청원로 2,경기도 평택시 청북읍 현곡리 293-4번지,㈜에버온,1661-7766,37.0400364,126.934578,2022-10-18
현덕면사무소,현덕보건지소 앞 주차장 오른쪽 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 현덕면 인광길 84,경기도 평택시 현덕면 인광리 402-12번지,㈜에버온,1661-7766,36.9673144,126.9215963,2022-10-18
송탄동주민센터,지하주차장,경기도,"토,일,공휴일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 방여울로 117,경기도 평택시 가재동 20-53번지,㈜에버온,1544-0038,37.0443512,127.0950107,2022-10-18
지산동주민센터,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 송탄로 379,경기도 평택시 지산동 798-4번지,한국알박,1833-7448,37.0773661,127.0575917,2022-10-18
송북동주민센터,주차장 맨 끝,경기도,"토,일,공휴일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 지산2로 113,경기도 평택시 지산동 1011번지,한국알박,1833-7448,37.0815628,127.0601154,2022-10-18
신평동주민센터,장애인주차장 옆,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 평택3로 9,경기도 평택시 합정동 832번지,한국알박,1833-7448,36.9899382,127.0926058,2022-10-18
원평동주민센터,1층 청사 후문 입구,경기도,"토,일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 원평2로 9,경기도 평택시 통복동 172-6번지,(주)에버온,1661-7766,36.9893096,127.0805867,2022-10-18
세교동주민센터,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 세교3로 37,경기도 평택시 세교동 559-4번지,(주)에버온,1661-7766,36.9999483,127.0826798,2022-10-18
비전1동주민센터,주차장 중간,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 평택2로 125,경기도 평택시 비전동 793-2번지,(주)에버온,1661-7766,37.000542,127.0952358,2022-10-18
평택도시공사,주차장 입구(왼쪽 첫번째),경기도,없음,00:00,24:00,Y,Y,Y,1,1,N,경기도 평택시 도일유통길 25,경기도 평택시 도일동 1169-5번지,한국전기차충전서비스(주),1522-1782,37.0385307,127.1006698,2022-10-18
평택시청,자원봉사센터 건물 앞,경기도,없음,00:00,24:00,Y,Y,Y,3,3,N,경기도 평택시 경기대로 245,경기도 평택시 비전동 846번지,한국전기차충전서비스(주),1522-1782,36.99230048,127.1125267,2022-10-18
홈플러스 안중점,3층 경차주차장,경기도,"둘째, 넷째 일요일",10:00,24:00,N,Y,Y,0,1,N,경기도 평택시 안중읍 서동대로 1489,경기도 평택시 안중읍 현화리 637-19번지,한국전력공사,1899-2100,36.9901995,126.916380,2022-10-18
롯데마트 평택점,6층 주차장,경기도,"둘째, 넷째 일요일",10:00,23:00,Y,Y,Y,2,1,N,경기도 평택시 평택5로 30,경기도 평택시 합정동 968-1번지,한국자동차환경협희,1661-9408,36.9883806,127.111730,2022-10-18
송탄출장소,주차장 맨 끝,경기도,없음,00:00,24:00,Y,Y,Y,2,2,N,경기도 평택시 경기대로 1366,경기도 평택시 서정동 800번지,한국자동차환경협희,1661-9408,37.0668137,127.0649438,2022-10-18
고덕면사무소,주민자치센터와 면청사 건물 사이,경기도,"토,일,공휴일",00:00,24:00,Y,N,N,1,0,N,경기도 평택시 고덕로 283,경기도 평택시 고덕동 1693-1139번지,㈜에버온,1661-7766,37.0422764,127.0175774,2022-10-18
중앙동주민센터,주차장 오른쪽 맨 끝,경기도,없음,09:00,18:00,Y,N,N,1,0,N,경기도 평택시 서정역로 16,경기도 평택시 서정동 342번지,㈜에버온,1661-7766,37.0555206,127.0560428,2022-10-18
신장2동주민센터,관용차량 주차장 내,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 밀월로21번길 7,경기도 평택시 신장동 280-23번지,(주)에버온,1661-7766,37.076405,127.0524326,2022-10-18
통복동주민센터,정문 왼쪽,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 통복시장로48번길 41,경기도 평택시 통복동 541번지,(주)에버온,1661-7766,37.0008488,127.0872866,2022-10-18
송탄역 공영주차장,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,,경기도 평택시 신장동 264-2,한국자동차환경협희,1661-9408,37.0753821,127.045238,2022-10-18
포천도시공사,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 군내면 청성로 112,경기도 포천시 군내면 하성북리 618번지 포천도시공사,에스트래픽,1566-1704,37.8962304661,127.2110815428,2022-10-19
경기포천 골든아파트,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 중앙로197번길 7(9-4 골든아파트),경기도 포천시 신읍동 9-4번지 골든아파트,에버온,1661-7766,37.9023397891,127.2068262479,2022-10-19
경기포천 포천송우서희스타힐스,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 송선로 60,경기도 포천시 소흘읍 송우리 735번지 서희 스타힐스,에버온,1661-7766,37.8367706379,127.1479441519,2022-10-19
경기포천 포천송우서희스타힐스,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 송선로 60,경기도 포천시 소흘읍 송우리 735번지 서희 스타힐스,에버온,1661-7766,37.8367706379,127.1479441519,2022-10-19
군내면 사무소,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 군내면 청군로3290번길 16,경기도 포천시 군내면 구읍리 192-1번지 군내면사무소,에버온,1661-7766,37.8889551553,127.2177743797,2022-10-19
이동면사무소,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 이동면 화동로 2048,경기도 포천시 이동면 장암리 245-3번지 이동면사무소,에버온,1661-7766,38.0307220860,127.3673096698,2022-10-19
포천 송우4단지 주공아파트,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 태봉로 124,경기도 포천시 소흘읍 송우리 729-11번지 고운마을주공아파트,스타코프,02-1833-4903,37.8275829558,127.1408744062,2022-10-19
포천 송우4단지 주공아파트,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 태봉로 124,경기도 포천시 소흘읍 송우리 729-11번지 고운마을주공아파트,스타코프,02-1833-4903,37.8275829558,127.1408744062,2022-10-19
포천 송우4단지 주공아파트,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 태봉로 124,경기도 포천시 소흘읍 송우리 729-11번지 고운마을주공아파트,스타코프,02-1833-4903,37.8275829558,127.1408744062,2022-10-19
은혜로마트,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 일동면 앵바위길 2,경기도 포천시 일동면 사직리 1008-1번지,삼성EVC,062-941-9360,37.9938462758,127.3291777329,2022-10-19
푸른가든,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 신북면 청신로 2084,경기도 포천시 신북면 신평리 606-4번지,삼성EVC,062-941-9360,37.9369298119,127.2208912656,2022-10-19
산림청 국립수목원,내부주차장,경기도,연중무효,09:00,18:00,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 광릉수목원로 509,경기도 포천시 소흘읍 직동리 54-2번지,대영채비,1522-2573,37.7595438289,127.1690294248,2022-10-19
포천2차 대방노블랜드,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 태봉로 239,경기도 포천시 소흘읍 송우리 725-7번지 석향마을대방노블랜드아파트,LG헬로비전,1855-1078,37.8340822917,127.1501502296,2022-10-19
포천2차 대방노블랜드,내부주차장,경기도,연중무효,00:00,23:59,Y,N,AC완속,1,0,,경기도 포천시 소흘읍 태봉로 239,경기도 포천시 소흘읍 송우리 725-7번지 석향마을대방노블랜드아파트,LG헬로비전,1855-1078,37.8340822917,127.1501502296,2022-10-19
비둘기낭 캠핑장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 영북면 대회산리 451,경기도 포천시 영북면 대회산리 451,한국자동차환경협회,1661-9408,38.0771194891,127.2202926416,2022-10-19
생태경관단지 주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 관인면 창동로 832,경기도 포천시 관인면 중리 526-9,한국자동차환경협회,1661-9408,38.0829262685,127.2085810074,2022-10-19
선단동주민센터,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 삼육사로2186번길 11,경기도 포천시 선단동 631번지,한국자동차환경협회,1661-9408,37.8541718717,127.1591605546,2022-10-19
신북영업소,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 군내면 하성북리 322-7(톨게이트),경기도 포천시 군내면 하성북리 322-7(톨게이트),한국자동차환경협회,1661-9408,37.9023065831,127.2246551542,2022-10-19
창수면사무소,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 창수면 메치골로 178,경기도 포천시 창수면 주원리 249-1번지,한국자동차환경협회,1661-9408,37.9913151551,127.1890822757,2022-10-19
가람누리주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 영북면 대회산리 460-1,경기도 포천시 영북면 대회산리 460-1,한국자동차환경협회,1661-9408,38.0748364903,127.2222917057,2022-10-19
가람누리주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 영북면 대회산리 460-1,경기도 포천시 영북면 대회산리 460-1,한국자동차환경협회,1661-9408,38.0748364903,127.2222917057,2022-10-19
국립수목원 종합연구동주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 소흘읍 광릉수목원로 509,경기도 포천시 소흘읍 직동리 54-2번지,한국자동차환경협회,1661-9408,37.7595438289,127.1690294248,2022-10-19
국립수목원 종합연구동주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 소흘읍 광릉수목원로 509,경기도 포천시 소흘읍 직동리 54-2번지,한국자동차환경협회,1661-9408,37.7595438289,127.1690294248,2022-10-19
내촌교육문화센터,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,,경기도 포천시 내촌면 내촌로 71-12,경기도 포천시 내촌면 내리 503,한국자동차환경협회,1661-9408,37.7866963001,127.2271357659,2022-10-19
비둘기낭 캠핑장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 영북면 대회산리 451,경기도 포천시 영북면 대회산리 451,한국자동차환경협회,1661-9408,38.0771194891,127.2202926416,2022-10-19
포천시의회 야외주차장,내부주차장,경기도,연중무효,00:00,23:59,N,Y,DC콤보,0,1,,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2번지,한국자동차환경협회,1661-9408,37.8946984341,127.2003394909,2022-10-19
